nose_X,nose_Y,left_eye_X,left_eye_Y,right_eye_X,right_eye_Y,left_ear_X,left_ear_Y,right_ear_X,right_ear_Y,left_shoulder_X,left_shoulder_Y,right_shoulder_X,right_shoulder_Y,left_elbow_X,left_elbow_Y,right_elbow_X,right_elbow_Y,left_wrist_X,left_wrist_Y,right_wrist_X,right_wrist_Y
0.19887104630470276,0.7813913822174072,0.15445150434970856,0.7874211668968201,0.1333644688129425,0.7459782958030701,0.13463836908340454,0.6949827671051025,0.10575982183218002,0.5893610715866089,0.4785170555114746,0.6925463080406189,0.34654420614242554,0.389911025762558,0.7730118036270142,0.8019669055938721,0.775933027267456,0.5411814451217651,0.7757538557052612,0.9549161791801453,0.7583674192428589,0.876276433467865
0.29281434416770935,0.5976595282554626,0.2205132097005844,0.6561640501022339,0.22168591618537903,0.529168426990509,0.2186814248561859,0.7070803046226501,0.22147493064403534,0.4248129725456238,0.451555460691452,0.8385698199272156,0.43367594480514526,0.26363226771354675,0.7591209411621094,0.9779925346374512,0.7758235931396484,0.0698174238204956,0.834139347076416,0.8321468234062195,0.7787589430809021,0.4552162289619446
0.2956945300102234,0.6047312021255493,0.23376664519309998,0.6580667495727539,0.2265821099281311,0.5414426326751709,0.24540776014328003,0.6952285170555115,0.23026280105113983,0.42891988158226013,0.48573505878448486,0.8117493391036987,0.4492356479167938,0.24597209692001343,0.0,0.0,0.7855703234672546,0.03150133043527603,0.7676025629043579,0.8620964288711548,0.7561084032058716,0.34799855947494507
0.3021564781665802,0.3808460831642151,0.23110410571098328,0.4519560933113098,0.23616153001785278,0.3341669738292694,0.22665779292583466,0.5703665018081665,0.23031556606292725,0.2945252060890198,0.4284454584121704,0.7258405685424805,0.45400387048721313,0.15715795755386353,0.7482074499130249,0.9211680293083191,0.0,0.0,0.7409417033195496,0.5972092151641846,0.7950054407119751,0.13194145262241364
0.2986261546611786,0.4129614531993866,0.22676841914653778,0.4687267243862152,0.2505006790161133,0.384925901889801,0.22652922570705414,0.6091794967651367,0.26762694120407104,0.4160246253013611,0.4574262797832489,0.8040568828582764,0.5305376648902893,0.3142852187156677,0.8144127726554871,0.8812111616134644,0.8211442828178406,0.15456226468086243,0.8447666168212891,0.5231536626815796,0.8308133482933044,0.14216069877147675
0.2787892818450928,0.6193389296531677,0.20418772101402283,0.6742157340049744,0.2069806158542633,0.5497779846191406,0.21068362891674042,0.7145062685012817,0.21651962399482727,0.4400409162044525,0.4457380771636963,0.8353604674339294,0.4242328107357025,0.2695496380329132,0.7089986205101013,0.97467041015625,0.7727178931236267,0.08438783884048462,0.7185980081558228,0.8701647520065308,0.7636709213256836,0.45527780055999756
0.2660924196243286,0.6464954614639282,0.20320087671279907,0.6936938762664795,0.19844448566436768,0.5851159691810608,0.2183033525943756,0.7342668771743774,0.19726988673210144,0.4661785960197449,0.46315667033195496,0.840826690196991,0.4500075578689575,0.2818310558795929,0.0,0.0,0.8013458251953125,0.13737112283706665,0.7263413667678833,0.9127137064933777,0.5611826181411743,0.4814999997615814
0.230596125125885,0.3942633271217346,0.16899025440216064,0.4591403007507324,0.17403069138526917,0.353922963142395,0.1975310742855072,0.5723505020141602,0.19715794920921326,0.32417404651641846,0.4286198019981384,0.7267931699752808,0.4668201804161072,0.18097750842571259,0.7535243034362793,0.8256601095199585,0.7947472333908081,0.021988119930028915,0.6188116669654846,0.443514883518219,0.5905562043190002,0.038160331547260284
0.2873474955558777,0.6265390515327454,0.2216937243938446,0.6835069060325623,0.22130146622657776,0.5629094243049622,0.2292986512184143,0.7408883571624756,0.21715979278087616,0.4586217403411865,0.4384112060070038,0.8453883528709412,0.37302976846694946,0.31935369968414307,0.773850679397583,0.9728783965110779,0.7726144194602966,0.27826058864593506,0.0,0.0,0.708530068397522,0.7066881060600281
0.2633799910545349,0.6287341117858887,0.1968313753604889,0.6844496130943298,0.19896164536476135,0.5628560781478882,0.21332989633083344,0.7379573583602905,0.20802566409111023,0.4565126597881317,0.43735551834106445,0.8361828327178955,0.37511810660362244,0.32005390524864197,0.7773199081420898,0.9812831878662109,0.7257382869720459,0.3086581826210022,0.0,0.0,0.515041708946228,0.7315438985824585
0.2760826647281647,0.6331436634063721,0.21672838926315308,0.6923308372497559,0.205331489443779,0.5735048055648804,0.22057704627513885,0.7591135501861572,0.19321835041046143,0.46734389662742615,0.43739816546440125,0.851392388343811,0.3615754246711731,0.32303816080093384,0.0,0.0,0.7371160387992859,0.29494667053222656,0.5361695885658264,0.731925368309021,0.7255401611328125,0.6431658864021301
0.26686978340148926,0.3614555597305298,0.18914762139320374,0.4206051826477051,0.20992276072502136,0.30610910058021545,0.1771935671567917,0.5280417203903198,0.20853392779827118,0.2386663407087326,0.34530359506607056,0.6734793186187744,0.4221447706222534,0.14866286516189575,0.7616345882415771,0.7144972085952759,0.7886985540390015,0.015099100768566132,0.513659656047821,0.3257642090320587,0.5112314224243164,0.2857494354248047
0.2538023293018341,0.7695611715316772,0.2019788920879364,0.7732173800468445,0.19454413652420044,0.7428569197654724,0.18103498220443726,0.6619533896446228,0.15482714772224426,0.5917086601257324,0.4904114007949829,0.67448490858078,0.4470710754394531,0.42854043841362,0.7841103076934814,0.7808501124382019,0.8488316535949707,0.5374395847320557,0.8506008982658386,0.9058583974838257,0.8939328193664551,0.8314446210861206
0.32996413111686707,0.5682652592658997,0.2622571289539337,0.6213579177856445,0.2638290524482727,0.503628134727478,0.2644415497779846,0.6699388027191162,0.2617962062358856,0.3906068205833435,0.5148874521255493,0.7793194055557251,0.47114297747612,0.2339165210723877,0.7587803602218628,0.979587972164154,0.7754026651382446,0.010998613201081753,0.7757822871208191,0.7519847750663757,0.7603396773338318,0.35055622458457947
